


EXPERIMENT: input length 3
[2019-04-30 10:39] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 318.78, Accuracy = 0.11, Loss = 2.293
[2019-04-30 10:39] Train Step 0150/10000, Batch Size = 128, Examples/Sec = 42754.71, Accuracy = 0.19, Loss = 2.200
[2019-04-30 10:39] Train Step 0160/10000, Batch Size = 128, Examples/Sec = 42548.02, Accuracy = 0.20, Loss = 2.199
[2019-04-30 10:39] Train Step 0170/10000, Batch Size = 128, Examples/Sec = 42203.51, Accuracy = 0.19, Loss = 2.209
[2019-04-30 10:39] Train Step 0180/10000, Batch Size = 128, Examples/Sec = 42453.81, Accuracy = 0.23, Loss = 2.207
[2019-04-30 10:39] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 42110.83, Accuracy = 0.21, Loss = 2.178
[2019-04-30 10:39] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 42048.16, Accuracy = 0.19, Loss = 2.174
[2019-04-30 10:39] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 41646.96, Accuracy = 0.23, Loss = 2.178
[2019-04-30 10:39] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 42140.57, Accuracy = 0.14, Loss = 2.198
[2019-04-30 10:39] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 41946.32, Accuracy = 0.18, Loss = 2.185
[2019-04-30 10:39] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 41521.34, Accuracy = 0.19, Loss = 2.174
[2019-04-30 10:39] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 42246.69, Accuracy = 0.20, Loss = 2.169
[2019-04-30 10:39] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 41361.40, Accuracy = 0.22, Loss = 2.162
[2019-04-30 10:39] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 41884.14, Accuracy = 0.27, Loss = 2.150
[2019-04-30 10:39] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 42276.63, Accuracy = 0.20, Loss = 2.159
[2019-04-30 10:39] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 42467.25, Accuracy = 0.23, Loss = 2.173
[2019-04-30 10:39] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 42473.96, Accuracy = 0.19, Loss = 2.158
[2019-04-30 10:39] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 41893.95, Accuracy = 0.19, Loss = 2.164
[2019-04-30 10:39] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 42081.12, Accuracy = 0.21, Loss = 2.160
[2019-04-30 10:39] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 42504.23, Accuracy = 0.18, Loss = 2.162
[2019-04-30 10:39] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 42370.05, Accuracy = 0.23, Loss = 2.134
[2019-04-30 10:39] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 42127.35, Accuracy = 0.23, Loss = 2.142
[2019-04-30 10:39] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 42097.62, Accuracy = 0.20, Loss = 2.132
[2019-04-30 10:39] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 42554.76, Accuracy = 0.20, Loss = 2.145
[2019-04-30 10:39] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 41498.87, Accuracy = 0.20, Loss = 2.130
[2019-04-30 10:39] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 42246.69, Accuracy = 0.21, Loss = 2.141
[2019-04-30 10:39] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 42423.62, Accuracy = 0.19, Loss = 2.133
[2019-04-30 10:39] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 42333.30, Accuracy = 0.14, Loss = 2.158
[2019-04-30 10:39] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 42107.52, Accuracy = 0.20, Loss = 2.116
[2019-04-30 10:39] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 42470.60, Accuracy = 0.21, Loss = 2.126
[2019-04-30 10:39] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 42363.36, Accuracy = 0.22, Loss = 2.119
[2019-04-30 10:39] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 41956.15, Accuracy = 0.20, Loss = 2.121
[2019-04-30 10:39] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 42413.57, Accuracy = 0.23, Loss = 2.109
[2019-04-30 10:39] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 42077.82, Accuracy = 0.20, Loss = 2.115
[2019-04-30 10:39] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 42420.27, Accuracy = 0.22, Loss = 2.116
[2019-04-30 10:39] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 42226.75, Accuracy = 0.19, Loss = 2.116
[2019-04-30 10:39] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 41962.71, Accuracy = 0.20, Loss = 2.108
[2019-04-30 10:39] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 42370.05, Accuracy = 0.20, Loss = 2.098
[2019-04-30 10:39] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 42333.30, Accuracy = 0.22, Loss = 2.088
[2019-04-30 10:39] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 41796.10, Accuracy = 0.18, Loss = 2.097
[2019-04-30 10:39] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 42517.69, Accuracy = 0.20, Loss = 2.089
[2019-04-30 10:39] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 41995.53, Accuracy = 0.18, Loss = 2.123
[2019-04-30 10:39] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 42097.62, Accuracy = 0.21, Loss = 2.091
[2019-04-30 10:39] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 42127.35, Accuracy = 0.14, Loss = 2.098
[2019-04-30 10:39] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 42002.11, Accuracy = 0.27, Loss = 2.068
[2019-04-30 10:39] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 42067.93, Accuracy = 0.25, Loss = 2.089
[2019-04-30 10:39] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 42605.42, Accuracy = 0.20, Loss = 2.051
[2019-04-30 10:39] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 41933.21, Accuracy = 0.19, Loss = 2.098
[2019-04-30 10:39] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 42081.12, Accuracy = 0.21, Loss = 2.063
[2019-04-30 10:39] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 42758.12, Accuracy = 0.20, Loss = 2.061
[2019-04-30 10:39] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 42484.05, Accuracy = 0.23, Loss = 2.061
[2019-04-30 10:39] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 42390.12, Accuracy = 0.22, Loss = 2.075
[2019-04-30 10:39] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 42420.27, Accuracy = 0.15, Loss = 2.088
[2019-04-30 10:39] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 42163.74, Accuracy = 0.16, Loss = 2.065
[2019-04-30 10:39] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 42537.91, Accuracy = 0.20, Loss = 2.059
[2019-04-30 10:39] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 42100.92, Accuracy = 0.20, Loss = 2.047
[2019-04-30 10:39] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 42440.39, Accuracy = 0.16, Loss = 2.067
[2019-04-30 10:39] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 42380.08, Accuracy = 0.15, Loss = 2.071
[2019-04-30 10:39] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 42524.43, Accuracy = 0.23, Loss = 2.069
[2019-04-30 10:39] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 41547.04, Accuracy = 0.15, Loss = 2.068
[2019-04-30 10:39] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 41783.09, Accuracy = 0.30, Loss = 2.042
[2019-04-30 10:39] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 42521.06, Accuracy = 0.15, Loss = 2.076
[2019-04-30 10:39] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 42635.87, Accuracy = 0.24, Loss = 2.018
[2019-04-30 10:39] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 42120.74, Accuracy = 0.18, Loss = 2.076
[2019-04-30 10:39] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 41965.99, Accuracy = 0.19, Loss = 2.050
[2019-04-30 10:39] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 41310.47, Accuracy = 0.11, Loss = 2.039
[2019-04-30 10:39] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 42524.43, Accuracy = 0.12, Loss = 2.039
[2019-04-30 10:39] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 42216.79, Accuracy = 0.16, Loss = 2.020
[2019-04-30 10:39] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 42343.32, Accuracy = 0.15, Loss = 2.081
[2019-04-30 10:39] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 41844.97, Accuracy = 0.19, Loss = 2.026
[2019-04-30 10:39] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 42571.64, Accuracy = 0.24, Loss = 2.007
[2019-04-30 10:39] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 42829.75, Accuracy = 0.15, Loss = 2.039
[2019-04-30 10:39] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 42356.68, Accuracy = 0.20, Loss = 2.050
[2019-04-30 10:39] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 42363.36, Accuracy = 0.16, Loss = 2.022
[2019-04-30 10:39] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 42323.29, Accuracy = 0.16, Loss = 2.009
[2019-04-30 10:39] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 41770.09, Accuracy = 0.19, Loss = 2.003
[2019-04-30 10:39] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 42370.05, Accuracy = 0.23, Loss = 1.989
[2019-04-30 10:39] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 42279.96, Accuracy = 0.20, Loss = 1.998
[2019-04-30 10:39] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 42473.96, Accuracy = 0.17, Loss = 2.001
[2019-04-30 10:39] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 42226.75, Accuracy = 0.20, Loss = 2.020
[2019-04-30 10:39] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 42309.95, Accuracy = 0.20, Loss = 1.988
[2019-04-30 10:39] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 42612.18, Accuracy = 0.16, Loss = 2.020
[2019-04-30 10:39] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 42504.23, Accuracy = 0.22, Loss = 1.961
[2019-04-30 10:39] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 41783.09, Accuracy = 0.14, Loss = 2.003
[2019-04-30 10:39] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 40573.68, Accuracy = 0.13, Loss = 2.007
[2019-04-30 10:39] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 42263.32, Accuracy = 0.09, Loss = 2.055
[2019-04-30 10:39] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 42510.96, Accuracy = 0.16, Loss = 1.974
[2019-04-30 10:39] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 42064.63, Accuracy = 0.14, Loss = 2.013
[2019-04-30 10:39] Train Step 1020/10000, Batch Size = 128, Examples/Sec = 42193.56, Accuracy = 0.17, Loss = 1.942
[2019-04-30 10:39] Train Step 1030/10000, Batch Size = 128, Examples/Sec = 42206.83, Accuracy = 0.10, Loss = 2.034
[2019-04-30 10:39] Train Step 1040/10000, Batch Size = 128, Examples/Sec = 42676.54, Accuracy = 0.18, Loss = 1.929
[2019-04-30 10:39] Train Step 1050/10000, Batch Size = 128, Examples/Sec = 42403.52, Accuracy = 0.06, Loss = 2.032
[2019-04-30 10:39] Train Step 1060/10000, Batch Size = 128, Examples/Sec = 42323.29, Accuracy = 0.13, Loss = 1.962
[2019-04-30 10:39] Train Step 1070/10000, Batch Size = 128, Examples/Sec = 42343.32, Accuracy = 0.11, Loss = 1.980
[2019-04-30 10:39] Train Step 1080/10000, Batch Size = 128, Examples/Sec = 41004.42, Accuracy = 0.18, Loss = 1.969
[2019-04-30 10:39] Train Step 1090/10000, Batch Size = 128, Examples/Sec = 42363.36, Accuracy = 0.16, Loss = 1.964
[2019-04-30 10:39] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 42581.77, Accuracy = 0.17, Loss = 1.923
[2019-04-30 10:39] Train Step 1110/10000, Batch Size = 128, Examples/Sec = 42130.65, Accuracy = 0.19, Loss = 1.919
[2019-04-30 10:39] Train Step 1120/10000, Batch Size = 128, Examples/Sec = 40998.16, Accuracy = 0.19, Loss = 1.945
[2019-04-30 10:39] Train Step 1130/10000, Batch Size = 128, Examples/Sec = 41731.12, Accuracy = 0.16, Loss = 1.935
[2019-04-30 10:39] Train Step 1140/10000, Batch Size = 128, Examples/Sec = 42591.90, Accuracy = 0.15, Loss = 1.938
[2019-04-30 10:39] Train Step 1150/10000, Batch Size = 128, Examples/Sec = 42120.74, Accuracy = 0.16, Loss = 1.961
[2019-04-30 10:39] Train Step 1160/10000, Batch Size = 128, Examples/Sec = 42360.02, Accuracy = 0.15, Loss = 1.965
[2019-04-30 10:39] Train Step 1170/10000, Batch Size = 128, Examples/Sec = 41007.56, Accuracy = 0.12, Loss = 1.966
[2019-04-30 10:39] Train Step 1180/10000, Batch Size = 128, Examples/Sec = 42266.64, Accuracy = 0.16, Loss = 1.948
[2019-04-30 10:39] Train Step 1190/10000, Batch Size = 128, Examples/Sec = 42216.79, Accuracy = 0.16, Loss = 1.931
[2019-04-30 10:39] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 42376.74, Accuracy = 0.14, Loss = 1.947
[2019-04-30 10:39] Train Step 1210/10000, Batch Size = 128, Examples/Sec = 41547.04, Accuracy = 0.15, Loss = 1.930
[2019-04-30 10:39] Train Step 1220/10000, Batch Size = 128, Examples/Sec = 42366.71, Accuracy = 0.16, Loss = 1.938
[2019-04-30 10:39] Train Step 1230/10000, Batch Size = 128, Examples/Sec = 42959.98, Accuracy = 0.12, Loss = 1.952
[2019-04-30 10:39] Train Step 1240/10000, Batch Size = 128, Examples/Sec = 42346.66, Accuracy = 0.15, Loss = 1.932
[2019-04-30 10:39] Train Step 1250/10000, Batch Size = 128, Examples/Sec = 42410.22, Accuracy = 0.13, Loss = 1.949
[2019-04-30 10:39] Train Step 1260/10000, Batch Size = 128, Examples/Sec = 42457.17, Accuracy = 0.17, Loss = 1.907
[2019-04-30 10:39] Train Step 1270/10000, Batch Size = 128, Examples/Sec = 42283.29, Accuracy = 0.12, Loss = 1.968
[2019-04-30 10:39] Train Step 1280/10000, Batch Size = 128, Examples/Sec = 42473.96, Accuracy = 0.15, Loss = 1.931
[2019-04-30 10:39] Train Step 1290/10000, Batch Size = 128, Examples/Sec = 42336.64, Accuracy = 0.12, Loss = 1.957
[2019-04-30 10:39] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 42028.41, Accuracy = 0.05, Loss = 1.981
[2019-04-30 10:39] Train Step 1310/10000, Batch Size = 128, Examples/Sec = 42433.68, Accuracy = 0.10, Loss = 1.935
[2019-04-30 10:39] Train Step 1320/10000, Batch Size = 128, Examples/Sec = 42477.33, Accuracy = 0.15, Loss = 1.936
[2019-04-30 10:39] Train Step 1330/10000, Batch Size = 128, Examples/Sec = 42041.57, Accuracy = 0.14, Loss = 1.934
[2019-04-30 10:39] Train Step 1340/10000, Batch Size = 128, Examples/Sec = 42554.76, Accuracy = 0.19, Loss = 1.861
[2019-04-30 10:39] Train Step 1350/10000, Batch Size = 128, Examples/Sec = 42410.22, Accuracy = 0.11, Loss = 1.930
[2019-04-30 10:39] Train Step 1360/10000, Batch Size = 128, Examples/Sec = 42457.17, Accuracy = 0.11, Loss = 1.957
[2019-04-30 10:39] Train Step 1370/10000, Batch Size = 128, Examples/Sec = 42453.81, Accuracy = 0.14, Loss = 1.929
[2019-04-30 10:39] Train Step 1380/10000, Batch Size = 128, Examples/Sec = 42612.18, Accuracy = 0.13, Loss = 1.920
[2019-04-30 10:39] Train Step 1390/10000, Batch Size = 128, Examples/Sec = 41969.27, Accuracy = 0.09, Loss = 1.944
[2019-04-30 10:39] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 42453.81, Accuracy = 0.16, Loss = 1.906
[2019-04-30 10:39] Train Step 1410/10000, Batch Size = 128, Examples/Sec = 42602.04, Accuracy = 0.18, Loss = 1.920
[2019-04-30 10:39] Train Step 1420/10000, Batch Size = 128, Examples/Sec = 41672.82, Accuracy = 0.14, Loss = 1.905
[2019-04-30 10:39] Train Step 1430/10000, Batch Size = 128, Examples/Sec = 41721.40, Accuracy = 0.20, Loss = 1.861
[2019-04-30 10:40] Train Step 1440/10000, Batch Size = 128, Examples/Sec = 42504.23, Accuracy = 0.13, Loss = 1.915
[2019-04-30 10:40] Train Step 1450/10000, Batch Size = 128, Examples/Sec = 42176.99, Accuracy = 0.12, Loss = 1.896
[2019-04-30 10:40] Train Step 1460/10000, Batch Size = 128, Examples/Sec = 42403.52, Accuracy = 0.19, Loss = 1.857
[2019-04-30 10:40] Train Step 1470/10000, Batch Size = 128, Examples/Sec = 41621.13, Accuracy = 0.15, Loss = 1.896
[2019-04-30 10:40] Train Step 1480/10000, Batch Size = 128, Examples/Sec = 41838.44, Accuracy = 0.16, Loss = 1.889
[2019-04-30 10:40] Train Step 1490/10000, Batch Size = 128, Examples/Sec = 42153.81, Accuracy = 0.11, Loss = 1.916
[2019-04-30 10:40] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 42147.19, Accuracy = 0.12, Loss = 1.856
[2019-04-30 10:40] Train Step 1510/10000, Batch Size = 128, Examples/Sec = 42269.97, Accuracy = 0.10, Loss = 1.905
[2019-04-30 10:40] Train Step 1520/10000, Batch Size = 128, Examples/Sec = 42403.52, Accuracy = 0.12, Loss = 1.868
[2019-04-30 10:40] Train Step 1530/10000, Batch Size = 128, Examples/Sec = 42326.63, Accuracy = 0.10, Loss = 1.896
[2019-04-30 10:40] Train Step 1540/10000, Batch Size = 128, Examples/Sec = 42299.95, Accuracy = 0.14, Loss = 1.842
[2019-04-30 10:40] Train Step 1550/10000, Batch Size = 128, Examples/Sec = 41518.13, Accuracy = 0.11, Loss = 1.896
[2019-04-30 10:40] Train Step 1560/10000, Batch Size = 128, Examples/Sec = 42413.57, Accuracy = 0.05, Loss = 1.886
[2019-04-30 10:40] Train Step 1570/10000, Batch Size = 128, Examples/Sec = 41601.78, Accuracy = 0.14, Loss = 1.842
[2019-04-30 10:40] Train Step 1580/10000, Batch Size = 128, Examples/Sec = 42618.95, Accuracy = 0.11, Loss = 1.853
[2019-04-30 10:40] Train Step 1590/10000, Batch Size = 128, Examples/Sec = 42203.51, Accuracy = 0.12, Loss = 1.863
[2019-04-30 10:40] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 42426.97, Accuracy = 0.16, Loss = 1.835
[2019-04-30 10:40] Train Step 1610/10000, Batch Size = 128, Examples/Sec = 42363.36, Accuracy = 0.07, Loss = 1.911
[2019-04-30 10:40] Train Step 1620/10000, Batch Size = 128, Examples/Sec = 39706.45, Accuracy = 0.12, Loss = 1.873
[2019-04-30 10:40] Train Step 1630/10000, Batch Size = 128, Examples/Sec = 41952.87, Accuracy = 0.13, Loss = 1.844
[2019-04-30 10:40] Train Step 1640/10000, Batch Size = 128, Examples/Sec = 42724.09, Accuracy = 0.13, Loss = 1.876
[2019-04-30 10:40] Train Step 1650/10000, Batch Size = 128, Examples/Sec = 41351.84, Accuracy = 0.08, Loss = 1.898
[2019-04-30 10:40] Train Step 1660/10000, Batch Size = 128, Examples/Sec = 42263.32, Accuracy = 0.12, Loss = 1.877
[2019-04-30 10:40] Train Step 1670/10000, Batch Size = 128, Examples/Sec = 41965.99, Accuracy = 0.05, Loss = 1.898
[2019-04-30 10:40] Train Step 1680/10000, Batch Size = 128, Examples/Sec = 40567.55, Accuracy = 0.11, Loss = 1.860
[2019-04-30 10:40] Train Step 1690/10000, Batch Size = 128, Examples/Sec = 42005.39, Accuracy = 0.13, Loss = 1.823
[2019-04-30 10:40] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 42203.51, Accuracy = 0.10, Loss = 1.908
[2019-04-30 10:40] Train Step 1710/10000, Batch Size = 128, Examples/Sec = 42460.53, Accuracy = 0.11, Loss = 1.892
[2019-04-30 10:40] Train Step 1720/10000, Batch Size = 128, Examples/Sec = 42730.89, Accuracy = 0.18, Loss = 1.785
[2019-04-30 10:40] Train Step 1730/10000, Batch Size = 128, Examples/Sec = 42386.78, Accuracy = 0.22, Loss = 1.744
[2019-04-30 10:40] Train Step 1740/10000, Batch Size = 128, Examples/Sec = 42383.43, Accuracy = 0.14, Loss = 1.780
[2019-04-30 10:40] Train Step 1750/10000, Batch Size = 128, Examples/Sec = 42426.97, Accuracy = 0.12, Loss = 1.816
[2019-04-30 10:40] Train Step 1760/10000, Batch Size = 128, Examples/Sec = 41956.15, Accuracy = 0.14, Loss = 1.807
[2019-04-30 10:40] Train Step 1770/10000, Batch Size = 128, Examples/Sec = 42253.34, Accuracy = 0.05, Loss = 1.876
[2019-04-30 10:40] Train Step 1780/10000, Batch Size = 128, Examples/Sec = 40442.25, Accuracy = 0.12, Loss = 1.846
[2019-04-30 10:40] Train Step 1790/10000, Batch Size = 128, Examples/Sec = 41256.51, Accuracy = 0.13, Loss = 1.830
[2019-04-30 10:40] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 41042.04, Accuracy = 0.12, Loss = 1.845
[2019-04-30 10:40] Train Step 1810/10000, Batch Size = 128, Examples/Sec = 42250.01, Accuracy = 0.15, Loss = 1.812
[2019-04-30 10:40] Train Step 1820/10000, Batch Size = 128, Examples/Sec = 42071.23, Accuracy = 0.12, Loss = 1.821
[2019-04-30 10:40] Train Step 1830/10000, Batch Size = 128, Examples/Sec = 42507.59, Accuracy = 0.15, Loss = 1.842
[2019-04-30 10:40] Train Step 1840/10000, Batch Size = 128, Examples/Sec = 42286.62, Accuracy = 0.11, Loss = 1.830
[2019-04-30 10:40] Train Step 1850/10000, Batch Size = 128, Examples/Sec = 42666.37, Accuracy = 0.13, Loss = 1.793
[2019-04-30 10:40] Train Step 1860/10000, Batch Size = 128, Examples/Sec = 42299.95, Accuracy = 0.14, Loss = 1.810
[2019-04-30 10:40] Train Step 1870/10000, Batch Size = 128, Examples/Sec = 42157.12, Accuracy = 0.12, Loss = 1.823
[2019-04-30 10:40] Train Step 1880/10000, Batch Size = 128, Examples/Sec = 42517.69, Accuracy = 0.12, Loss = 1.807
[2019-04-30 10:40] Train Step 1890/10000, Batch Size = 128, Examples/Sec = 42147.19, Accuracy = 0.09, Loss = 1.853
[2019-04-30 10:40] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 42551.39, Accuracy = 0.14, Loss = 1.796
[2019-04-30 10:40] Train Step 1910/10000, Batch Size = 128, Examples/Sec = 42034.99, Accuracy = 0.16, Loss = 1.784
[2019-04-30 10:40] Train Step 1920/10000, Batch Size = 128, Examples/Sec = 41812.38, Accuracy = 0.09, Loss = 1.852
[2019-04-30 10:40] Train Step 1930/10000, Batch Size = 128, Examples/Sec = 41377.33, Accuracy = 0.15, Loss = 1.781
[2019-04-30 10:40] Train Step 1940/10000, Batch Size = 128, Examples/Sec = 42087.72, Accuracy = 0.13, Loss = 1.800
[2019-04-30 10:40] Train Step 1950/10000, Batch Size = 128, Examples/Sec = 42223.43, Accuracy = 0.12, Loss = 1.803
[2019-04-30 10:40] Train Step 1960/10000, Batch Size = 128, Examples/Sec = 42220.11, Accuracy = 0.08, Loss = 1.849
[2019-04-30 10:40] Train Step 1970/10000, Batch Size = 128, Examples/Sec = 42130.65, Accuracy = 0.13, Loss = 1.822
[2019-04-30 10:40] Train Step 1980/10000, Batch Size = 128, Examples/Sec = 42490.77, Accuracy = 0.09, Loss = 1.796
[2019-04-30 10:40] Train Step 1990/10000, Batch Size = 128, Examples/Sec = 42484.05, Accuracy = 0.11, Loss = 1.803
[2019-04-30 10:40] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 42608.80, Accuracy = 0.15, Loss = 1.772



EXPERIMENT: input length 4
[2019-04-30 10:40] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 13805.21, Accuracy = 0.08, Loss = 2.318
[2019-04-30 10:40] Train Step 0010/10000, Batch Size = 128, Examples/Sec = 33773.96, Accuracy = 0.10, Loss = 2.312
[2019-04-30 10:40] Train Step 0020/10000, Batch Size = 128, Examples/Sec = 33477.02, Accuracy = 0.14, Loss = 2.302
[2019-04-30 10:40] Train Step 0030/10000, Batch Size = 128, Examples/Sec = 33805.86, Accuracy = 0.18, Loss = 2.298
[2019-04-30 10:40] Train Step 0040/10000, Batch Size = 128, Examples/Sec = 33737.88, Accuracy = 0.15, Loss = 2.308
[2019-04-30 10:40] Train Step 0050/10000, Batch Size = 128, Examples/Sec = 33750.61, Accuracy = 0.12, Loss = 2.305
[2019-04-30 10:40] Train Step 0060/10000, Batch Size = 128, Examples/Sec = 33166.80, Accuracy = 0.19, Loss = 2.293
[2019-04-30 10:40] Train Step 0070/10000, Batch Size = 128, Examples/Sec = 33573.32, Accuracy = 0.12, Loss = 2.295
[2019-04-30 10:40] Train Step 0080/10000, Batch Size = 128, Examples/Sec = 33814.38, Accuracy = 0.15, Loss = 2.307
