


EXPERIMENT: input length 3
[2019-04-30 10:39] Train Step 0000/10000, Batch Size = 512, Examples/Sec = 1370.64, Accuracy = 0.03, Loss = 2.328
[2019-04-30 10:39] Train Step 0310/10000, Batch Size = 512, Examples/Sec = 154450.78, Accuracy = 0.16, Loss = 1.451
[2019-04-30 10:39] Train Step 0320/10000, Batch Size = 512, Examples/Sec = 155885.86, Accuracy = 0.14, Loss = 1.466
[2019-04-30 10:39] Train Step 0330/10000, Batch Size = 512, Examples/Sec = 152509.31, Accuracy = 0.15, Loss = 1.441
[2019-04-30 10:39] Train Step 0340/10000, Batch Size = 512, Examples/Sec = 154107.19, Accuracy = 0.13, Loss = 1.449
[2019-04-30 10:39] Train Step 0350/10000, Batch Size = 512, Examples/Sec = 155254.75, Accuracy = 0.16, Loss = 1.408
[2019-04-30 10:39] Train Step 0360/10000, Batch Size = 512, Examples/Sec = 153315.03, Accuracy = 0.16, Loss = 1.381
[2019-04-30 10:39] Train Step 0370/10000, Batch Size = 512, Examples/Sec = 154706.70, Accuracy = 0.11, Loss = 1.446
[2019-04-30 10:39] Train Step 0380/10000, Batch Size = 512, Examples/Sec = 153897.35, Accuracy = 0.16, Loss = 1.376
[2019-04-30 10:39] Train Step 0390/10000, Batch Size = 512, Examples/Sec = 153941.48, Accuracy = 0.16, Loss = 1.371
[2019-04-30 10:39] Train Step 0400/10000, Batch Size = 512, Examples/Sec = 154997.02, Accuracy = 0.14, Loss = 1.384
[2019-04-30 10:39] Train Step 0410/10000, Batch Size = 512, Examples/Sec = 147350.33, Accuracy = 0.20, Loss = 1.330
[2019-04-30 10:39] Train Step 0420/10000, Batch Size = 512, Examples/Sec = 154561.94, Accuracy = 0.16, Loss = 1.357
[2019-04-30 10:39] Train Step 0430/10000, Batch Size = 512, Examples/Sec = 155019.39, Accuracy = 0.15, Loss = 1.362
[2019-04-30 10:39] Train Step 0440/10000, Batch Size = 512, Examples/Sec = 152379.45, Accuracy = 0.15, Loss = 1.345
[2019-04-30 10:39] Train Step 0450/10000, Batch Size = 512, Examples/Sec = 156101.16, Accuracy = 0.14, Loss = 1.343
[2019-04-30 10:39] Train Step 0460/10000, Batch Size = 512, Examples/Sec = 154295.42, Accuracy = 0.18, Loss = 1.312
[2019-04-30 10:39] Train Step 0470/10000, Batch Size = 512, Examples/Sec = 154885.23, Accuracy = 0.19, Loss = 1.304
[2019-04-30 10:39] Train Step 0480/10000, Batch Size = 512, Examples/Sec = 155333.36, Accuracy = 0.18, Loss = 1.308
[2019-04-30 10:39] Train Step 0490/10000, Batch Size = 512, Examples/Sec = 153446.49, Accuracy = 0.19, Loss = 1.274
[2019-04-30 10:39] Train Step 0500/10000, Batch Size = 512, Examples/Sec = 155738.90, Accuracy = 0.19, Loss = 1.271
[2019-04-30 10:39] Train Step 0510/10000, Batch Size = 512, Examples/Sec = 153908.38, Accuracy = 0.18, Loss = 1.283
[2019-04-30 10:39] Train Step 0520/10000, Batch Size = 512, Examples/Sec = 153369.78, Accuracy = 0.21, Loss = 1.248
[2019-04-30 10:39] Train Step 0530/10000, Batch Size = 512, Examples/Sec = 155863.23, Accuracy = 0.20, Loss = 1.260
[2019-04-30 10:39] Train Step 0540/10000, Batch Size = 512, Examples/Sec = 154361.96, Accuracy = 0.21, Loss = 1.256
[2019-04-30 10:39] Train Step 0550/10000, Batch Size = 512, Examples/Sec = 155705.02, Accuracy = 0.21, Loss = 1.240
[2019-04-30 10:39] Train Step 0560/10000, Batch Size = 512, Examples/Sec = 155367.07, Accuracy = 0.20, Loss = 1.241
[2019-04-30 10:39] Train Step 0570/10000, Batch Size = 512, Examples/Sec = 154306.51, Accuracy = 0.25, Loss = 1.207
[2019-04-30 10:39] Train Step 0580/10000, Batch Size = 512, Examples/Sec = 155772.79, Accuracy = 0.24, Loss = 1.191
[2019-04-30 10:39] Train Step 0590/10000, Batch Size = 512, Examples/Sec = 153545.23, Accuracy = 0.22, Loss = 1.218
[2019-04-30 10:39] Train Step 0600/10000, Batch Size = 512, Examples/Sec = 156010.44, Accuracy = 0.25, Loss = 1.202
[2019-04-30 10:39] Train Step 0610/10000, Batch Size = 512, Examples/Sec = 154240.01, Accuracy = 0.29, Loss = 1.184
[2019-04-30 10:39] Train Step 0620/10000, Batch Size = 512, Examples/Sec = 154963.46, Accuracy = 0.30, Loss = 1.170
[2019-04-30 10:39] Train Step 0630/10000, Batch Size = 512, Examples/Sec = 154606.45, Accuracy = 0.31, Loss = 1.163
[2019-04-30 10:39] Train Step 0640/10000, Batch Size = 512, Examples/Sec = 151883.70, Accuracy = 0.39, Loss = 1.148
[2019-04-30 10:39] Train Step 0650/10000, Batch Size = 512, Examples/Sec = 156191.99, Accuracy = 0.38, Loss = 1.137
[2019-04-30 10:39] Train Step 0660/10000, Batch Size = 512, Examples/Sec = 154406.36, Accuracy = 0.44, Loss = 1.109
[2019-04-30 10:39] Train Step 0670/10000, Batch Size = 512, Examples/Sec = 155322.12, Accuracy = 0.43, Loss = 1.138
[2019-04-30 10:39] Train Step 0680/10000, Batch Size = 512, Examples/Sec = 154350.87, Accuracy = 0.46, Loss = 1.108
[2019-04-30 10:39] Train Step 0690/10000, Batch Size = 512, Examples/Sec = 152758.83, Accuracy = 0.49, Loss = 1.100
[2019-04-30 10:39] Train Step 0700/10000, Batch Size = 512, Examples/Sec = 155030.58, Accuracy = 0.46, Loss = 1.104
[2019-04-30 10:40] Train Step 0710/10000, Batch Size = 512, Examples/Sec = 153501.33, Accuracy = 0.49, Loss = 1.100
[2019-04-30 10:40] Train Step 0720/10000, Batch Size = 512, Examples/Sec = 157393.99, Accuracy = 0.54, Loss = 1.075
[2019-04-30 10:40] Train Step 0730/10000, Batch Size = 512, Examples/Sec = 153479.39, Accuracy = 0.60, Loss = 1.046
[2019-04-30 10:40] Train Step 0740/10000, Batch Size = 512, Examples/Sec = 151615.62, Accuracy = 0.53, Loss = 1.046
[2019-04-30 10:40] Train Step 0750/10000, Batch Size = 512, Examples/Sec = 156089.81, Accuracy = 0.58, Loss = 1.053
[2019-04-30 10:40] Train Step 0760/10000, Batch Size = 512, Examples/Sec = 154029.81, Accuracy = 0.56, Loss = 1.056
[2019-04-30 10:40] Train Step 0770/10000, Batch Size = 512, Examples/Sec = 154361.96, Accuracy = 0.58, Loss = 1.059
[2019-04-30 10:40] Train Step 0780/10000, Batch Size = 512, Examples/Sec = 155131.38, Accuracy = 0.58, Loss = 1.034
[2019-04-30 10:40] Train Step 0790/10000, Batch Size = 512, Examples/Sec = 151712.02, Accuracy = 0.56, Loss = 1.011
[2019-04-30 10:40] Train Step 0800/10000, Batch Size = 512, Examples/Sec = 152314.61, Accuracy = 0.65, Loss = 0.990
[2019-04-30 10:40] Train Step 0810/10000, Batch Size = 512, Examples/Sec = 154107.19, Accuracy = 0.64, Loss = 0.993
[2019-04-30 10:40] Train Step 0820/10000, Batch Size = 512, Examples/Sec = 154673.27, Accuracy = 0.59, Loss = 1.007
[2019-04-30 10:40] Train Step 0830/10000, Batch Size = 512, Examples/Sec = 153721.09, Accuracy = 0.67, Loss = 0.991
[2019-04-30 10:40] Train Step 0840/10000, Batch Size = 512, Examples/Sec = 155310.89, Accuracy = 0.62, Loss = 1.005
[2019-04-30 10:40] Train Step 0850/10000, Batch Size = 512, Examples/Sec = 152976.47, Accuracy = 0.66, Loss = 0.975
[2019-04-30 10:40] Train Step 0860/10000, Batch Size = 512, Examples/Sec = 150478.85, Accuracy = 0.62, Loss = 0.983
[2019-04-30 10:40] Train Step 0870/10000, Batch Size = 512, Examples/Sec = 153446.49, Accuracy = 0.66, Loss = 0.955
[2019-04-30 10:40] Train Step 0880/10000, Batch Size = 512, Examples/Sec = 154406.36, Accuracy = 0.73, Loss = 0.944
[2019-04-30 10:40] Train Step 0890/10000, Batch Size = 512, Examples/Sec = 155750.19, Accuracy = 0.74, Loss = 0.946
[2019-04-30 10:40] Train Step 0900/10000, Batch Size = 512, Examples/Sec = 154517.46, Accuracy = 0.67, Loss = 0.953
[2019-04-30 10:40] Train Step 0910/10000, Batch Size = 512, Examples/Sec = 153096.43, Accuracy = 0.75, Loss = 0.934
[2019-04-30 10:40] Train Step 0920/10000, Batch Size = 512, Examples/Sec = 153052.79, Accuracy = 0.77, Loss = 0.913
[2019-04-30 10:40] Train Step 0930/10000, Batch Size = 512, Examples/Sec = 155445.79, Accuracy = 0.74, Loss = 0.910
[2019-04-30 10:40] Train Step 0940/10000, Batch Size = 512, Examples/Sec = 150268.26, Accuracy = 0.77, Loss = 0.915
[2019-04-30 10:40] Train Step 0950/10000, Batch Size = 512, Examples/Sec = 154107.19, Accuracy = 0.81, Loss = 0.893
[2019-04-30 10:40] Train Step 0960/10000, Batch Size = 512, Examples/Sec = 151991.20, Accuracy = 0.76, Loss = 0.882
[2019-04-30 10:40] Train Step 0970/10000, Batch Size = 512, Examples/Sec = 157347.86, Accuracy = 0.79, Loss = 0.888
[2019-04-30 10:40] Train Step 0980/10000, Batch Size = 512, Examples/Sec = 153897.35, Accuracy = 0.81, Loss = 0.882
[2019-04-30 10:40] Train Step 0990/10000, Batch Size = 512, Examples/Sec = 155829.30, Accuracy = 0.83, Loss = 0.859
[2019-04-30 10:40] Train Step 1000/10000, Batch Size = 512, Examples/Sec = 154484.11, Accuracy = 0.82, Loss = 0.877
[2019-04-30 10:40] Train Step 1010/10000, Batch Size = 512, Examples/Sec = 153842.23, Accuracy = 0.85, Loss = 0.862
[2019-04-30 10:40] Train Step 1020/10000, Batch Size = 512, Examples/Sec = 156067.13, Accuracy = 0.85, Loss = 0.881
[2019-04-30 10:40] Train Step 1030/10000, Batch Size = 512, Examples/Sec = 154706.70, Accuracy = 0.88, Loss = 0.828
[2019-04-30 10:40] Train Step 1040/10000, Batch Size = 512, Examples/Sec = 140523.73, Accuracy = 0.87, Loss = 0.848
[2019-04-30 10:40] Train Step 1050/10000, Batch Size = 512, Examples/Sec = 154517.46, Accuracy = 0.90, Loss = 0.835
[2019-04-30 10:40] Train Step 1060/10000, Batch Size = 512, Examples/Sec = 153787.14, Accuracy = 0.88, Loss = 0.836
[2019-04-30 10:40] Train Step 1070/10000, Batch Size = 512, Examples/Sec = 154040.86, Accuracy = 0.88, Loss = 0.835
[2019-04-30 10:40] Train Step 1080/10000, Batch Size = 512, Examples/Sec = 154484.11, Accuracy = 0.86, Loss = 0.825
[2019-04-30 10:40] Train Step 1090/10000, Batch Size = 512, Examples/Sec = 154206.78, Accuracy = 0.91, Loss = 0.812
[2019-04-30 10:40] Train Step 1100/10000, Batch Size = 512, Examples/Sec = 152379.45, Accuracy = 0.89, Loss = 0.819
[2019-04-30 10:40] Train Step 1110/10000, Batch Size = 512, Examples/Sec = 153699.09, Accuracy = 0.91, Loss = 0.788
[2019-04-30 10:40] Train Step 1120/10000, Batch Size = 512, Examples/Sec = 155378.31, Accuracy = 0.90, Loss = 0.802
[2019-04-30 10:40] Train Step 1130/10000, Batch Size = 512, Examples/Sec = 153512.31, Accuracy = 0.92, Loss = 0.754
[2019-04-30 10:40] Train Step 1140/10000, Batch Size = 512, Examples/Sec = 152650.25, Accuracy = 0.93, Loss = 0.756
[2019-04-30 10:40] Train Step 1150/10000, Batch Size = 512, Examples/Sec = 155254.75, Accuracy = 0.93, Loss = 0.753
[2019-04-30 10:40] Train Step 1160/10000, Batch Size = 512, Examples/Sec = 153129.18, Accuracy = 0.93, Loss = 0.767
[2019-04-30 10:40] Train Step 1170/10000, Batch Size = 512, Examples/Sec = 153063.70, Accuracy = 0.96, Loss = 0.754
[2019-04-30 10:40] Train Step 1180/10000, Batch Size = 512, Examples/Sec = 155897.18, Accuracy = 0.97, Loss = 0.746
[2019-04-30 10:40] Train Step 1190/10000, Batch Size = 512, Examples/Sec = 154251.09, Accuracy = 0.97, Loss = 0.751
[2019-04-30 10:40] Train Step 1200/10000, Batch Size = 512, Examples/Sec = 152444.36, Accuracy = 0.98, Loss = 0.737
[2019-04-30 10:40] Train Step 1210/10000, Batch Size = 512, Examples/Sec = 156067.13, Accuracy = 0.97, Loss = 0.729
[2019-04-30 10:40] Train Step 1220/10000, Batch Size = 512, Examples/Sec = 154561.94, Accuracy = 0.96, Loss = 0.736
[2019-04-30 10:40] Train Step 1230/10000, Batch Size = 512, Examples/Sec = 152314.61, Accuracy = 0.96, Loss = 0.723
[2019-04-30 10:40] Train Step 1240/10000, Batch Size = 512, Examples/Sec = 156430.92, Accuracy = 0.96, Loss = 0.723
[2019-04-30 10:40] Train Step 1250/10000, Batch Size = 512, Examples/Sec = 155772.79, Accuracy = 0.94, Loss = 0.700
[2019-04-30 10:40] Train Step 1260/10000, Batch Size = 512, Examples/Sec = 152336.22, Accuracy = 0.96, Loss = 0.696
[2019-04-30 10:40] Train Step 1270/10000, Batch Size = 512, Examples/Sec = 154118.25, Accuracy = 0.97, Loss = 0.697
[2019-04-30 10:40] Train Step 1280/10000, Batch Size = 512, Examples/Sec = 150184.18, Accuracy = 0.97, Loss = 0.692
[2019-04-30 10:40] Train Step 1290/10000, Batch Size = 512, Examples/Sec = 156191.99, Accuracy = 0.98, Loss = 0.680
[2019-04-30 10:40] Train Step 1300/10000, Batch Size = 512, Examples/Sec = 155874.55, Accuracy = 0.97, Loss = 0.651
[2019-04-30 10:40] Train Step 1310/10000, Batch Size = 512, Examples/Sec = 154807.07, Accuracy = 0.97, Loss = 0.674
[2019-04-30 10:40] Train Step 1320/10000, Batch Size = 512, Examples/Sec = 154628.72, Accuracy = 0.97, Loss = 0.650
[2019-04-30 10:40] Train Step 1330/10000, Batch Size = 512, Examples/Sec = 156442.31, Accuracy = 0.97, Loss = 0.648
[2019-04-30 10:40] Train Step 1340/10000, Batch Size = 512, Examples/Sec = 153622.12, Accuracy = 0.99, Loss = 0.654
[2019-04-30 10:40] Train Step 1350/10000, Batch Size = 512, Examples/Sec = 153151.02, Accuracy = 0.98, Loss = 0.659
[2019-04-30 10:40] Train Step 1360/10000, Batch Size = 512, Examples/Sec = 156089.81, Accuracy = 0.98, Loss = 0.648
[2019-04-30 10:40] Train Step 1370/10000, Batch Size = 512, Examples/Sec = 153930.45, Accuracy = 0.98, Loss = 0.642
[2019-04-30 10:40] Train Step 1380/10000, Batch Size = 512, Examples/Sec = 152791.44, Accuracy = 0.99, Loss = 0.623
[2019-04-30 10:40] Train Step 1390/10000, Batch Size = 512, Examples/Sec = 156157.92, Accuracy = 0.97, Loss = 0.624
[2019-04-30 10:40] Train Step 1400/10000, Batch Size = 512, Examples/Sec = 154740.14, Accuracy = 0.96, Loss = 0.628
[2019-04-30 10:40] Train Step 1410/10000, Batch Size = 512, Examples/Sec = 152791.44, Accuracy = 0.99, Loss = 0.620
[2019-04-30 10:40] Train Step 1420/10000, Batch Size = 512, Examples/Sec = 155637.31, Accuracy = 0.98, Loss = 0.602
[2019-04-30 10:40] Train Step 1430/10000, Batch Size = 512, Examples/Sec = 152476.83, Accuracy = 0.98, Loss = 0.607
[2019-04-30 10:40] Train Step 1440/10000, Batch Size = 512, Examples/Sec = 153249.39, Accuracy = 0.98, Loss = 0.588
[2019-04-30 10:40] Train Step 1450/10000, Batch Size = 512, Examples/Sec = 152726.24, Accuracy = 0.99, Loss = 0.593
[2019-04-30 10:40] Train Step 1460/10000, Batch Size = 512, Examples/Sec = 143395.01, Accuracy = 1.00, Loss = 0.563
[2019-04-30 10:40] Train Step 1470/10000, Batch Size = 512, Examples/Sec = 152954.68, Accuracy = 0.99, Loss = 0.592
[2019-04-30 10:40] Train Step 1480/10000, Batch Size = 512, Examples/Sec = 155806.69, Accuracy = 0.99, Loss = 0.571
[2019-04-30 10:40] Train Step 1490/10000, Batch Size = 512, Examples/Sec = 154506.34, Accuracy = 0.99, Loss = 0.572
[2019-04-30 10:40] Train Step 1500/10000, Batch Size = 512, Examples/Sec = 152390.27, Accuracy = 0.98, Loss = 0.571
[2019-04-30 10:40] Train Step 1510/10000, Batch Size = 512, Examples/Sec = 154862.89, Accuracy = 0.98, Loss = 0.554
[2019-04-30 10:40] Train Step 1520/10000, Batch Size = 512, Examples/Sec = 155075.36, Accuracy = 0.98, Loss = 0.554
[2019-04-30 10:40] Train Step 1530/10000, Batch Size = 512, Examples/Sec = 152476.83, Accuracy = 0.99, Loss = 0.547
[2019-04-30 10:40] Train Step 1540/10000, Batch Size = 512, Examples/Sec = 153512.31, Accuracy = 0.99, Loss = 0.539
[2019-04-30 10:40] Train Step 1550/10000, Batch Size = 512, Examples/Sec = 151905.19, Accuracy = 1.00, Loss = 0.543
[2019-04-30 10:40] Train Step 1560/10000, Batch Size = 512, Examples/Sec = 153315.03, Accuracy = 1.00, Loss = 0.548
[2019-04-30 10:40] Train Step 1570/10000, Batch Size = 512, Examples/Sec = 154807.07, Accuracy = 1.00, Loss = 0.519
[2019-04-30 10:40] Train Step 1580/10000, Batch Size = 512, Examples/Sec = 155198.64, Accuracy = 1.00, Loss = 0.520
[2019-04-30 10:40] Train Step 1590/10000, Batch Size = 512, Examples/Sec = 152422.72, Accuracy = 1.00, Loss = 0.519
[2019-04-30 10:40] Train Step 1600/10000, Batch Size = 512, Examples/Sec = 155041.78, Accuracy = 1.00, Loss = 0.517
[2019-04-30 10:40] Train Step 1610/10000, Batch Size = 512, Examples/Sec = 154628.72, Accuracy = 1.00, Loss = 0.501
[2019-04-30 10:40] Train Step 1620/10000, Batch Size = 512, Examples/Sec = 153194.72, Accuracy = 1.00, Loss = 0.504
[2019-04-30 10:40] Train Step 1630/10000, Batch Size = 512, Examples/Sec = 154829.39, Accuracy = 1.00, Loss = 0.511
[2019-04-30 10:40] Train Step 1640/10000, Batch Size = 512, Examples/Sec = 152813.18, Accuracy = 1.00, Loss = 0.511
[2019-04-30 10:40] Train Step 1650/10000, Batch Size = 512, Examples/Sec = 154040.86, Accuracy = 1.00, Loss = 0.502
[2019-04-30 10:40] Train Step 1660/10000, Batch Size = 512, Examples/Sec = 152314.61, Accuracy = 1.00, Loss = 0.487
[2019-04-30 10:40] Train Step 1670/10000, Batch Size = 512, Examples/Sec = 155953.79, Accuracy = 1.00, Loss = 0.487
[2019-04-30 10:40] Train Step 1680/10000, Batch Size = 512, Examples/Sec = 154350.87, Accuracy = 1.00, Loss = 0.474
[2019-04-30 10:40] Train Step 1690/10000, Batch Size = 512, Examples/Sec = 153227.52, Accuracy = 1.00, Loss = 0.475
[2019-04-30 10:40] Train Step 1700/10000, Batch Size = 512, Examples/Sec = 156169.27, Accuracy = 1.00, Loss = 0.470
[2019-04-30 10:40] Train Step 1710/10000, Batch Size = 512, Examples/Sec = 153842.23, Accuracy = 1.00, Loss = 0.470
[2019-04-30 10:40] Train Step 1720/10000, Batch Size = 512, Examples/Sec = 152357.83, Accuracy = 1.00, Loss = 0.470
[2019-04-30 10:40] Train Step 1730/10000, Batch Size = 512, Examples/Sec = 155931.14, Accuracy = 1.00, Loss = 0.468
[2019-04-30 10:40] Train Step 1740/10000, Batch Size = 512, Examples/Sec = 150521.04, Accuracy = 1.00, Loss = 0.455
[2019-04-30 10:40] Train Step 1750/10000, Batch Size = 512, Examples/Sec = 152726.24, Accuracy = 1.00, Loss = 0.452
[2019-04-30 10:40] Train Step 1760/10000, Batch Size = 512, Examples/Sec = 154628.72, Accuracy = 1.00, Loss = 0.456
[2019-04-30 10:40] Train Step 1770/10000, Batch Size = 512, Examples/Sec = 155693.73, Accuracy = 1.00, Loss = 0.442
[2019-04-30 10:40] Train Step 1780/10000, Batch Size = 512, Examples/Sec = 154662.13, Accuracy = 1.00, Loss = 0.447
[2019-04-30 10:40] Train Step 1790/10000, Batch Size = 512, Examples/Sec = 153063.70, Accuracy = 1.00, Loss = 0.453
[2019-04-30 10:40] Train Step 1800/10000, Batch Size = 512, Examples/Sec = 155976.44, Accuracy = 1.00, Loss = 0.438
[2019-04-30 10:40] Train Step 1810/10000, Batch Size = 512, Examples/Sec = 154384.16, Accuracy = 1.00, Loss = 0.434
[2019-04-30 10:40] Train Step 1820/10000, Batch Size = 512, Examples/Sec = 152704.52, Accuracy = 1.00, Loss = 0.423
[2019-04-30 10:40] Train Step 1830/10000, Batch Size = 512, Examples/Sec = 154384.16, Accuracy = 1.00, Loss = 0.421
[2019-04-30 10:40] Train Step 1840/10000, Batch Size = 512, Examples/Sec = 153699.09, Accuracy = 1.00, Loss = 0.416
[2019-04-30 10:40] Train Step 1850/10000, Batch Size = 512, Examples/Sec = 153765.12, Accuracy = 1.00, Loss = 0.418
[2019-04-30 10:40] Train Step 1860/10000, Batch Size = 512, Examples/Sec = 154417.46, Accuracy = 1.00, Loss = 0.408
[2019-04-30 10:40] Train Step 1870/10000, Batch Size = 512, Examples/Sec = 152726.24, Accuracy = 1.00, Loss = 0.386
[2019-04-30 10:40] Train Step 1880/10000, Batch Size = 512, Examples/Sec = 147735.53, Accuracy = 1.00, Loss = 0.401
[2019-04-30 10:40] Train Step 1890/10000, Batch Size = 512, Examples/Sec = 153194.72, Accuracy = 1.00, Loss = 0.397
[2019-04-30 10:40] Train Step 1900/10000, Batch Size = 512, Examples/Sec = 146816.41, Accuracy = 1.00, Loss = 0.391
[2019-04-30 10:40] Train Step 1910/10000, Batch Size = 512, Examples/Sec = 151061.03, Accuracy = 1.00, Loss = 0.392
[2019-04-30 10:40] Train Step 1920/10000, Batch Size = 512, Examples/Sec = 155592.21, Accuracy = 1.00, Loss = 0.388
[2019-04-30 10:40] Train Step 1930/10000, Batch Size = 512, Examples/Sec = 151519.34, Accuracy = 1.00, Loss = 0.367
[2019-04-30 10:40] Train Step 1940/10000, Batch Size = 512, Examples/Sec = 152867.57, Accuracy = 1.00, Loss = 0.379
[2019-04-30 10:40] Train Step 1950/10000, Batch Size = 512, Examples/Sec = 150510.49, Accuracy = 1.00, Loss = 0.384
[2019-04-30 10:40] Train Step 1960/10000, Batch Size = 512, Examples/Sec = 153501.33, Accuracy = 1.00, Loss = 0.370
[2019-04-30 10:40] Train Step 1970/10000, Batch Size = 512, Examples/Sec = 153963.55, Accuracy = 1.00, Loss = 0.380
[2019-04-30 10:40] Train Step 1980/10000, Batch Size = 512, Examples/Sec = 154673.27, Accuracy = 1.00, Loss = 0.367
[2019-04-30 10:40] Train Step 1990/10000, Batch Size = 512, Examples/Sec = 153369.78, Accuracy = 1.00, Loss = 0.367
[2019-04-30 10:40] Train Step 2000/10000, Batch Size = 512, Examples/Sec = 152077.31, Accuracy = 1.00, Loss = 0.348
[2019-04-30 10:40] Train Step 2010/10000, Batch Size = 512, Examples/Sec = 152976.47, Accuracy = 1.00, Loss = 0.356
[2019-04-30 10:40] Train Step 2020/10000, Batch Size = 512, Examples/Sec = 156865.13, Accuracy = 1.00, Loss = 0.336
[2019-04-30 10:40] Train Step 2030/10000, Batch Size = 512, Examples/Sec = 154428.57, Accuracy = 1.00, Loss = 0.346
[2019-04-30 10:40] Train Step 2040/10000, Batch Size = 512, Examples/Sec = 152617.70, Accuracy = 1.00, Loss = 0.338
[2019-04-30 10:40] Train Step 2050/10000, Batch Size = 512, Examples/Sec = 154217.86, Accuracy = 1.00, Loss = 0.344
[2019-04-30 10:40] Train Step 2060/10000, Batch Size = 512, Examples/Sec = 154573.07, Accuracy = 1.00, Loss = 0.345
[2019-04-30 10:40] Train Step 2070/10000, Batch Size = 512, Examples/Sec = 152932.89, Accuracy = 1.00, Loss = 0.337
[2019-04-30 10:40] Train Step 2080/10000, Batch Size = 512, Examples/Sec = 155502.07, Accuracy = 1.00, Loss = 0.332
[2019-04-30 10:40] Train Step 2090/10000, Batch Size = 512, Examples/Sec = 154406.36, Accuracy = 1.00, Loss = 0.325
