


EXPERIMENT: input length 3
[2019-04-29 20:05] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 435.01, Accuracy = 0.11, Loss = 2.340
[2019-04-29 20:05] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 28040.89, Accuracy = 1.00, Loss = 0.112
[2019-04-29 20:05] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 27999.94, Accuracy = 1.00, Loss = 0.102
[2019-04-29 20:05] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 28329.42, Accuracy = 1.00, Loss = 0.103
[2019-04-29 20:05] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 70400.07, Accuracy = 1.00, Loss = 0.086
[2019-04-29 20:05] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 69193.31, Accuracy = 1.00, Loss = 0.090
[2019-04-29 20:05] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 69086.46, Accuracy = 1.00, Loss = 0.077
[2019-04-29 20:05] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 68382.49, Accuracy = 1.00, Loss = 0.075
[2019-04-29 20:05] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 68191.40, Accuracy = 1.00, Loss = 0.066
[2019-04-29 20:05] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 68018.61, Accuracy = 1.00, Loss = 0.064
[2019-04-29 20:05] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 69651.13, Accuracy = 1.00, Loss = 0.059
[2019-04-29 20:05] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 68997.68, Accuracy = 1.00, Loss = 0.059
[2019-04-29 20:05] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 68706.29, Accuracy = 1.00, Loss = 0.054
[2019-04-29 20:05] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 68811.96, Accuracy = 1.00, Loss = 0.053
[2019-04-29 20:05] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 68243.41, Accuracy = 1.00, Loss = 0.048
[2019-04-29 20:05] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 68434.79, Accuracy = 1.00, Loss = 0.044
[2019-04-29 20:05] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 68234.74, Accuracy = 1.00, Loss = 0.045
[2019-04-29 20:05] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 68130.83, Accuracy = 1.00, Loss = 0.037
[2019-04-29 20:05] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 69166.57, Accuracy = 1.00, Loss = 0.036
[2019-04-29 20:05] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 69237.93, Accuracy = 1.00, Loss = 0.035
[2019-04-29 20:05] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 67607.47, Accuracy = 1.00, Loss = 0.033
[2019-04-29 20:05] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 67855.27, Accuracy = 1.00, Loss = 0.034
[2019-04-29 20:05] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 68278.13, Accuracy = 1.00, Loss = 0.029
[2019-04-29 20:05] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 69390.06, Accuracy = 1.00, Loss = 0.029
[2019-04-29 20:05] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 68917.96, Accuracy = 1.00, Loss = 0.026
[2019-04-29 20:05] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 68234.74, Accuracy = 1.00, Loss = 0.026
[2019-04-29 20:05] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 68443.51, Accuracy = 1.00, Loss = 0.023
[2019-04-29 20:05] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 69130.94, Accuracy = 1.00, Loss = 0.022
[2019-04-29 20:05] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 68794.32, Accuracy = 1.00, Loss = 0.022
[2019-04-29 20:05] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 67992.77, Accuracy = 1.00, Loss = 0.021
[2019-04-29 20:05] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 67522.44, Accuracy = 1.00, Loss = 0.021
[2019-04-29 20:05] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 69452.90, Accuracy = 1.00, Loss = 0.018
[2019-04-29 20:05] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 69122.04, Accuracy = 1.00, Loss = 0.018
[2019-04-29 20:05] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 68820.78, Accuracy = 1.00, Loss = 0.017
[2019-04-29 20:05] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 68304.19, Accuracy = 1.00, Loss = 0.015
[2019-04-29 20:05] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 68426.07, Accuracy = 1.00, Loss = 0.015
[2019-04-29 20:05] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 68530.88, Accuracy = 1.00, Loss = 0.014
[2019-04-29 20:05] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 67872.43, Accuracy = 1.00, Loss = 0.013
[2019-04-29 20:05] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 68794.32, Accuracy = 1.00, Loss = 0.012
[2019-04-29 20:05] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 70418.54, Accuracy = 1.00, Loss = 0.014
[2019-04-29 20:05] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 68926.81, Accuracy = 1.00, Loss = 0.011
[2019-04-29 20:05] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 68917.96, Accuracy = 1.00, Loss = 0.010
[2019-04-29 20:05] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 67378.38, Accuracy = 1.00, Loss = 0.011
[2019-04-29 20:05] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 68944.51, Accuracy = 1.00, Loss = 0.009
[2019-04-29 20:05] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 68530.88, Accuracy = 1.00, Loss = 0.010
[2019-04-29 20:05] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 69050.92, Accuracy = 1.00, Loss = 0.009
[2019-04-29 20:05] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 68583.41, Accuracy = 1.00, Loss = 0.009
[2019-04-29 20:05] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 68962.22, Accuracy = 1.00, Loss = 0.009
[2019-04-29 20:05] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 68988.81, Accuracy = 1.00, Loss = 0.008
[2019-04-29 20:05] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 67590.45, Accuracy = 1.00, Loss = 0.008
[2019-04-29 20:05] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 67820.98, Accuracy = 1.00, Loss = 0.007
[2019-04-29 20:05] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 68001.38, Accuracy = 1.00, Loss = 0.008
[2019-04-29 20:05] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 68208.73, Accuracy = 1.00, Loss = 0.007
[2019-04-29 20:05] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 69408.00, Accuracy = 1.00, Loss = 0.006
[2019-04-29 20:05] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 68122.18, Accuracy = 1.00, Loss = 0.005
[2019-04-29 20:05] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 68548.38, Accuracy = 1.00, Loss = 0.006
[2019-04-29 20:05] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 69166.57, Accuracy = 1.00, Loss = 0.005
[2019-04-29 20:05] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 68600.93, Accuracy = 1.00, Loss = 0.005
[2019-04-29 20:05] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 68391.20, Accuracy = 1.00, Loss = 0.005
[2019-04-29 20:05] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 67564.93, Accuracy = 1.00, Loss = 0.005
[2019-04-29 20:05] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 69122.04, Accuracy = 1.00, Loss = 0.005
[2019-04-29 20:05] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 69086.46, Accuracy = 1.00, Loss = 0.004
[2019-04-29 20:05] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 68565.89, Accuracy = 1.00, Loss = 0.004
[2019-04-29 20:05] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 68443.51, Accuracy = 1.00, Loss = 0.004
[2019-04-29 20:05] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 70051.01, Accuracy = 1.00, Loss = 0.004
[2019-04-29 20:05] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 68001.38, Accuracy = 1.00, Loss = 0.003
[2019-04-29 20:05] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 68539.63, Accuracy = 1.00, Loss = 0.003
[2019-04-29 20:05] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 67949.74, Accuracy = 1.00, Loss = 0.003
[2019-04-29 20:05] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 70179.20, Accuracy = 1.00, Loss = 0.003
[2019-04-29 20:05] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 69211.15, Accuracy = 1.00, Loss = 0.003
[2019-04-29 20:05] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 68953.37, Accuracy = 1.00, Loss = 0.003
[2019-04-29 20:05] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 68688.70, Accuracy = 1.00, Loss = 0.003
[2019-04-29 20:05] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 69309.44, Accuracy = 1.00, Loss = 0.003
[2019-04-29 20:05] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 69542.86, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 68926.81, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 67726.87, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 68182.74, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 68557.13, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 69220.08, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 68662.35, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 68767.89, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 67735.42, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 68522.13, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 68408.63, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 1020/10000, Batch Size = 128, Examples/Sec = 67906.77, Accuracy = 1.00, Loss = 0.002
[2019-04-29 20:05] Train Step 1030/10000, Batch Size = 128, Examples/Sec = 68165.43, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1040/10000, Batch Size = 128, Examples/Sec = 68321.57, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1050/10000, Batch Size = 128, Examples/Sec = 69130.94, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1060/10000, Batch Size = 128, Examples/Sec = 68962.22, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1070/10000, Batch Size = 128, Examples/Sec = 68087.62, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1080/10000, Batch Size = 128, Examples/Sec = 68078.99, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1090/10000, Batch Size = 128, Examples/Sec = 68286.81, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 64242.06, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1110/10000, Batch Size = 128, Examples/Sec = 68767.89, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1120/10000, Batch Size = 128, Examples/Sec = 68600.93, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1130/10000, Batch Size = 128, Examples/Sec = 68873.75, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1140/10000, Batch Size = 128, Examples/Sec = 68935.66, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1150/10000, Batch Size = 128, Examples/Sec = 68078.99, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1160/10000, Batch Size = 128, Examples/Sec = 68539.63, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1170/10000, Batch Size = 128, Examples/Sec = 69443.92, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1180/10000, Batch Size = 128, Examples/Sec = 69300.49, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1190/10000, Batch Size = 128, Examples/Sec = 68636.02, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 67218.09, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1210/10000, Batch Size = 128, Examples/Sec = 69130.94, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1220/10000, Batch Size = 128, Examples/Sec = 69273.67, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1230/10000, Batch Size = 128, Examples/Sec = 68803.14, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1240/10000, Batch Size = 128, Examples/Sec = 68443.51, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1250/10000, Batch Size = 128, Examples/Sec = 68347.67, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1260/10000, Batch Size = 128, Examples/Sec = 68794.32, Accuracy = 1.00, Loss = 0.001
[2019-04-29 20:05] Train Step 1270/10000, Batch Size = 128, Examples/Sec = 68917.96, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1280/10000, Batch Size = 128, Examples/Sec = 68426.07, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1290/10000, Batch Size = 128, Examples/Sec = 68600.93, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 69309.44, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1310/10000, Batch Size = 128, Examples/Sec = 69327.34, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1320/10000, Batch Size = 128, Examples/Sec = 68226.07, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1330/10000, Batch Size = 128, Examples/Sec = 67539.43, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1340/10000, Batch Size = 128, Examples/Sec = 68399.91, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1350/10000, Batch Size = 128, Examples/Sec = 67752.51, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1360/10000, Batch Size = 128, Examples/Sec = 69006.54, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1370/10000, Batch Size = 128, Examples/Sec = 68776.70, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1380/10000, Batch Size = 128, Examples/Sec = 69723.50, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1390/10000, Batch Size = 128, Examples/Sec = 68891.43, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 68618.47, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1410/10000, Batch Size = 128, Examples/Sec = 67949.74, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1420/10000, Batch Size = 128, Examples/Sec = 68191.40, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1430/10000, Batch Size = 128, Examples/Sec = 69434.93, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1440/10000, Batch Size = 128, Examples/Sec = 69139.85, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1450/10000, Batch Size = 128, Examples/Sec = 68417.35, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1460/10000, Batch Size = 128, Examples/Sec = 67327.68, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1470/10000, Batch Size = 128, Examples/Sec = 69372.13, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1480/10000, Batch Size = 128, Examples/Sec = 68495.91, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1490/10000, Batch Size = 128, Examples/Sec = 68053.10, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 67684.18, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1510/10000, Batch Size = 128, Examples/Sec = 68399.91, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1520/10000, Batch Size = 128, Examples/Sec = 69651.13, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1530/10000, Batch Size = 128, Examples/Sec = 68583.41, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1540/10000, Batch Size = 128, Examples/Sec = 68891.43, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:05] Train Step 1550/10000, Batch Size = 128, Examples/Sec = 68979.95, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1560/10000, Batch Size = 128, Examples/Sec = 69479.86, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1570/10000, Batch Size = 128, Examples/Sec = 68776.70, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1580/10000, Batch Size = 128, Examples/Sec = 68156.77, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1590/10000, Batch Size = 128, Examples/Sec = 67454.57, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 67726.87, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1610/10000, Batch Size = 128, Examples/Sec = 69399.03, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1620/10000, Batch Size = 128, Examples/Sec = 69354.21, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1630/10000, Batch Size = 128, Examples/Sec = 68539.63, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1640/10000, Batch Size = 128, Examples/Sec = 69220.08, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1650/10000, Batch Size = 128, Examples/Sec = 69237.93, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1660/10000, Batch Size = 128, Examples/Sec = 68513.39, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1670/10000, Batch Size = 128, Examples/Sec = 68096.26, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1680/10000, Batch Size = 128, Examples/Sec = 68070.36, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1690/10000, Batch Size = 128, Examples/Sec = 69345.25, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 69291.55, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1710/10000, Batch Size = 128, Examples/Sec = 68452.24, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1720/10000, Batch Size = 128, Examples/Sec = 68644.79, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1730/10000, Batch Size = 128, Examples/Sec = 67701.25, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1740/10000, Batch Size = 128, Examples/Sec = 68715.08, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1750/10000, Batch Size = 128, Examples/Sec = 69033.16, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1760/10000, Batch Size = 128, Examples/Sec = 68776.70, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1770/10000, Batch Size = 128, Examples/Sec = 69148.75, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1780/10000, Batch Size = 128, Examples/Sec = 69024.29, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1790/10000, Batch Size = 128, Examples/Sec = 67855.27, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 68286.81, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1810/10000, Batch Size = 128, Examples/Sec = 68200.07, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1820/10000, Batch Size = 128, Examples/Sec = 69533.86, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1830/10000, Batch Size = 128, Examples/Sec = 69050.92, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1840/10000, Batch Size = 128, Examples/Sec = 68636.02, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1850/10000, Batch Size = 128, Examples/Sec = 68338.97, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1860/10000, Batch Size = 128, Examples/Sec = 68391.20, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1870/10000, Batch Size = 128, Examples/Sec = 69157.66, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1880/10000, Batch Size = 128, Examples/Sec = 69300.49, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1890/10000, Batch Size = 128, Examples/Sec = 68487.17, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 68373.78, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1910/10000, Batch Size = 128, Examples/Sec = 69184.40, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1920/10000, Batch Size = 128, Examples/Sec = 69042.04, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1930/10000, Batch Size = 128, Examples/Sec = 69024.29, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1940/10000, Batch Size = 128, Examples/Sec = 68469.70, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1950/10000, Batch Size = 128, Examples/Sec = 67752.51, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1960/10000, Batch Size = 128, Examples/Sec = 69416.98, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1970/10000, Batch Size = 128, Examples/Sec = 69024.29, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1980/10000, Batch Size = 128, Examples/Sec = 68417.35, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 1990/10000, Batch Size = 128, Examples/Sec = 68478.43, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 68847.26, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 2010/10000, Batch Size = 128, Examples/Sec = 69175.48, Accuracy = 1.00, Loss = 0.000
[2019-04-29 20:06] Train Step 2020/10000, Batch Size = 128, Examples/Sec = 69139.85, Accuracy = 1.00, Loss = 0.000



EXPERIMENT: input length 4
[2019-04-29 20:06] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 18196.55, Accuracy = 0.12, Loss = 2.378
[2019-04-29 20:06] Train Step 0010/10000, Batch Size = 128, Examples/Sec = 63072.24, Accuracy = 0.73, Loss = 1.610
[2019-04-29 20:06] Train Step 0020/10000, Batch Size = 128, Examples/Sec = 65012.22, Accuracy = 0.86, Loss = 1.343
[2019-04-29 20:06] Train Step 0030/10000, Batch Size = 128, Examples/Sec = 64902.19, Accuracy = 0.95, Loss = 1.113
[2019-04-29 20:06] Train Step 0040/10000, Batch Size = 128, Examples/Sec = 64042.81, Accuracy = 1.00, Loss = 0.932
[2019-04-29 20:06] Train Step 0050/10000, Batch Size = 128, Examples/Sec = 64566.56, Accuracy = 1.00, Loss = 0.863
[2019-04-29 20:06] Train Step 0060/10000, Batch Size = 128, Examples/Sec = 62762.56, Accuracy = 1.00, Loss = 0.727
